university,program,description,link
Redeemer University,BA in Applied Social Sciences - Social Work Stream (Honours),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10751
Redeemer University,BA in Applied Social Sciences (General),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10752
Redeemer University,B.Sc. in Biochemistry (Honours),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10753
Redeemer University,BA in Biblical and Theological Studies (General),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10754
Redeemer University,Bachelor of Kinesiology,"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10757
Redeemer University,BA in Music – Music and Worship (General),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10758
Redeemer University,BA in Biblical and Theological Studies (Honours),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10759
Redeemer University,Bachelor of Communications and Media Studies (B.CoMS) – Media Production Concentration,"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10760
Redeemer University,BA in Mission and Ministry (Honours),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10761
Redeemer University,BA in Mission and Ministry (General),"Redeemer University is a Christian university offering undergraduate and graduate degrees through more than 35 programs and streams. From its Hamilton, Ontario campus, Redeemer has prepared graduating classes—the next generation of Christian leaders—for over 40 years. Redeemer students are being shaped by the Reformed Christian commitment to see faith woven through all aspects of learning and life. From the classroom to the convocation stage to careers in every field, Redeemer faculty, students and alumni are making an impact that resounds in the culture and across the world. Learn more at ...
",https://universitystudy.ca/program/10762
University of Guelph,Bachelor of Arts (Honours) in Music,"also a minor in BA and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10766
University of Guelph,Bachelor of Arts (Honours) in History,"also a minor in BA and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10768
University of Guelph,Bachelor of Arts (Honours) in French Studies,"also a minor in BA and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10769
University of Guelph,Bachelor of Arts (Honours) in English,"also a minor in BA and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10770
University of Guelph,Bachelor of Arts (Honours) in Theatre Studies,"also a minor in BA and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10771
University of Guelph,Bachelor of Arts (General) in Music,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10772
University of Guelph,Bachelor of Arts (General) in History,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10773
University of Guelph,Bachelor of Arts (General) in French Studies,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10774
University of Guelph,Bachelor of Arts (General) in English,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10775
University of Guelph,Bachelor of Arts (General) in Theatre Studies,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10776
University of Guelph,Bachelor of Arts (Honours) in Philosophy,"also a minor in BA and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10777
University of Guelph,Bachelor of Arts (Honours) in Classical and Modern Cultures,"also a minor in BA and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10778
University of Guelph,Bachelor of Arts (Honours) in Studio Art,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10780
University of Guelph,Bachelor of Arts (General) in Philosophy,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10781
University of Guelph,Bachelor of Arts (Honours) in Environmental Governance,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10783
University of Guelph,Bachelor of Arts (Honours) in Culture and Technology Studies,"Also a minor. Optional areas of emphasis: Performance, Making & Design; Storytelling & Public Humanities; and Power, Identities, & Equity.
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10786
University of Guelph,Bachelor of Arts (Honours) in Justice and Legal Studies,"Also a minor.
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10787
University of Guelph,Bachelor of Science (Honours) in Biochemistry,"also a minor in BSc and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10788
University of Guelph,Bachelor of Science (Honours) in Human Kinetics,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10789
University of Guelph,Bachelor of Science (Honours) in Bio-Medical Science,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10790
University of Guelph,Bachelor of Science (Honours) in Human Health and Nutritional Sciences,"Also a minor in BSc
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10791
University of Guelph,Bachelor of Science (Honours) in Biomedical Toxicology,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10792
University of Guelph,Bachelor of Science (Honours) in Animal Biology,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10793
University of Guelph,Bachelor of Science (Honours) in Zoology,"also a minor in BSc and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10794
University of Guelph,Bachelor of Science (Honours) in Wildlife Biology and Conservation,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10795
University of Guelph,Bachelor of Science (Honours) in Marine and Freshwater Biology,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10796
University of Guelph,Bachelor of Science (Honours) in Microbiology,"also a minor in BSc and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10797
University of Guelph,Bachelor of Science (Honours) in Biological Science,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10798
University of Guelph,Bachelor of Science (Honours) in Molecular Biology and Genetics,"Also a minor in BSc and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10800
University of Guelph,Bachelor of Science (Honours) in Physics,"also a minor in BSc and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10807
University of Guelph,Bachelor of Science (Honours) in Chemistry,"also a minor in BSc and BAS
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10808
University of Guelph,Bachelor of Science (Honours) in Physical Science,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10809
University of Guelph,Bachelor of Computing (Honours) in Computer Science,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10810
University of Guelph,Bachelor of Science (Honours) in Biological and Pharmaceutical Chemistry,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10814
University of Guelph,Bachelor of Computing (General),"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10815
University of Guelph,Bachelor of Science (Honours) in Biomedical Toxicology,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10821
University of Guelph,Bachelor of Computing (Honours) in Software Engineering,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10822
University of Guelph,Bachelor of Mathematics (Honours) in Mathematical Science,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10823
University of Guelph,Bachelor of Applied Science in Child Studies,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10824
University of Guelph,Bachelor of Applied Science in Applied Human Nutrition,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10825
University of Guelph,Bachelor of Applied Science in Family Studies and Human Development,"The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10826
University of Guelph,Bachelor of Arts (Honours) in International Development Studies,"also a minor in BA and BAS. Area of emphasis : environment and development, economic and business development, gender and development, historical perspectives in development; Latin American studies; political economy and administrative change, rural and agricultural development.
The University of Guelph is one of Canada’s top comprehensive and research-intensive universities. Established in 1964, the University enjoys a reputation for innovation and excellence dating back more than 150 years to its founding colleges: Ontario Veterinary College, Ontario Agricultural College and Macdonald Institute.
Today the university’s innovative reputation continues offering over 100 majors, across a range of disciplines -- physical and life sciences, arts and humanities, social sciences, business, agricultural and veterinary sciences. Research-intensive and learner-centred, programs are designed to deliver an experience that integrates broad-based learning with concentrated study in specialized and applied fields....
",https://universitystudy.ca/program/10827
